Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
688A0_S137_L001_R1_001	(1.0, 6.088498245878758)	(2.0, 1.8786072654570145)	(3.0, 1.2448602361462144)	(4.0, 0.7997283941302953)	(5.0, 0.5281225244256668)	(6.0, 0.7016484967369573)	(7.0, 0.5809347768682335)	(8.0, 0.5733901693764383)	(9.0, 0.7129654079746501)	('>10', 8.612169451884267)	('>50', 5.311403674223849)	('>100', 31.98159115772002)	('>500', 20.740125994945114)	('>1k', 20.245954204232525)	('>5k', 0.0)	('>10k+', 0.0)
688A0_S137_L001_R2_001	(1.0, 9.227054962465578)	(2.0, 1.667358255686748)	(3.0, 1.0411558338677431)	(4.0, 0.4677656644913048)	(5.0, 0.5281225244256668)	(6.0, 0.27160586970462863)	(7.0, 0.31687351465540003)	(8.0, 0.24142743973744768)	(9.0, 0.44135953827002145)	('>10', 5.741446301256177)	('>50', 2.5878003696857674)	('>100', 24.033347165113735)	('>500', 24.255913086121694)	('>1k', 29.17876947451809)	('>5k', 0.0)	('>10k+', 0.0)
688A14_S138_L001_R1_001	(1.0, 7.052401746724891)	(2.0, 1.5982532751091703)	(3.0, 0.9039301310043667)	(4.0, 0.7685589519650655)	(5.0, 0.74235807860262)	(6.0, 0.7860262008733625)	(7.0, 0.7030567685589519)	(8.0, 0.5589519650655022)	(9.0, 0.5502183406113537)	('>10', 9.593886462882097)	('>50', 4.441048034934498)	('>100', 38.07423580786026)	('>500', 17.68122270742358)	('>1k', 16.54585152838428)	('>5k', 0.0)	('>10k+', 0.0)
688A14_S138_L001_R2_001	(1.0, 8.864628820960698)	(2.0, 1.7729257641921397)	(3.0, 1.0218340611353711)	(4.0, 0.6462882096069869)	(5.0, 0.41484716157205237)	(6.0, 0.26200873362445415)	(7.0, 0.24454148471615722)	(8.0, 0.2096069868995633)	(9.0, 0.39301310043668125)	('>10', 6.572052401746725)	('>50', 2.6331877729257642)	('>100', 28.860262008733624)	('>500', 19.445414847161572)	('>1k', 28.659388646288207)	('>5k', 0.0)	('>10k+', 0.0)
688B0_S139_L001_R1_001	(1.0, 6.124286069034021)	(2.0, 1.787931462627266)	(3.0, 1.0708964489694561)	(4.0, 0.7698038241867395)	(5.0, 0.6208095356344674)	(6.0, 0.46560715172585054)	(7.0, 0.6301216786689844)	(8.0, 0.32282095852992304)	(9.0, 0.6146014402781227)	('>10', 8.775142786193197)	('>50', 6.204991308666501)	('>100', 35.18438043208344)	('>500', 15.302955053389619)	('>1k', 22.125651850012414)	('>5k', 0.0)	('>10k+', 0.0)
688B0_S139_L001_R2_001	(1.0, 8.824807549043953)	(2.0, 1.6948100322820958)	(3.0, 1.0429600198659053)	(4.0, 0.7946362056121182)	(5.0, 0.46560715172585054)	(6.0, 0.29798857710454435)	(7.0, 0.23901167121926992)	(8.0, 0.19865905140302956)	(9.0, 0.30730072013906135)	('>10', 5.385522721629004)	('>50', 2.685001241619071)	('>100', 27.790538862676932)	('>500', 20.00248323814254)	('>1k', 30.270672957536625)	('>5k', 0.0)	('>10k+', 0.0)
688B14_S140_L001_R1_001	(1.0, 5.836439888164026)	(2.0, 1.6775396085740912)	(3.0, 0.8562441752096925)	(4.0, 1.0251630941286114)	(5.0, 0.5387931034482759)	(6.0, 0.4193849021435228)	(7.0, 0.34657502329916123)	(8.0, 0.32618825722274)	(9.0, 0.2883271202236719)	('>10', 9.203168685927308)	('>50', 5.277260018639329)	('>100', 22.617660764212488)	('>500', 15.726933830382105)	('>1k', 35.860321528424976)	('>5k', 0.0)	('>10k+', 0.0)
688B14_S140_L001_R2_001	(1.0, 8.85950605778192)	(2.0, 1.863932898415657)	(3.0, 0.8737185461323392)	(4.0, 0.6756756756756757)	(5.0, 0.4805452003727866)	(6.0, 0.4193849021435228)	(7.0, 0.34657502329916123)	(8.0, 0.2096924510717614)	(9.0, 0.18348089468779122)	('>10', 3.9404706430568504)	('>50', 2.9706430568499536)	('>100', 26.712488350419385)	('>500', 13.874650512581546)	('>1k', 38.58923578751165)	('>5k', 0.0)	('>10k+', 0.0)
692A0_S157_L001_R1_001	(1.0, 5.514808801298919)	(2.0, 1.7412238956385422)	(3.0, 0.9909859470354403)	(4.0, 0.727842785958233)	(5.0, 0.6298639493869324)	(6.0, 0.6046693914114551)	(7.0, 0.646660321370584)	(8.0, 0.3135322770281619)	(9.0, 0.35272381165668215)	('>10', 11.480320250825821)	('>50', 7.15805386036616)	('>100', 10.35216393259056)	('>500', 23.632495380997703)	('>1k', 35.8546553944348)	('>5k', 0.0)	('>10k+', 0.0)
692A0_S157_L001_R2_001	(1.0, 8.935669895302615)	(2.0, 1.9483791501035777)	(3.0, 1.1421532948883042)	(4.0, 0.8398185991825766)	(5.0, 0.3219304630199877)	(6.0, 0.45350204355859136)	(7.0, 0.2743407423996417)	(8.0, 0.11197581322434354)	(9.0, 0.20155646380381836)	('>10', 6.30703767986115)	('>50', 5.506410615307094)	('>100', 11.634286994009294)	('>500', 20.737920609148425)	('>1k', 41.585017636190585)	('>5k', 0.0)	('>10k+', 0.0)
692A14_S158_L001_R1_001	(1.0, 5.915898617511521)	(2.0, 1.555299539170507)	(3.0, 0.9850230414746544)	(4.0, 0.7949308755760368)	(5.0, 0.7056451612903225)	(6.0, 0.4147465437788019)	(7.0, 0.342741935483871)	(8.0, 0.3686635944700461)	(9.0, 0.4925115207373272)	('>10', 11.601382488479263)	('>50', 6.313364055299539)	('>100', 19.130184331797235)	('>500', 20.164170506912445)	('>1k', 31.215437788018434)	('>5k', 0.0)	('>10k+', 0.0)
692A14_S158_L001_R2_001	(1.0, 8.963133640552995)	(2.0, 1.8951612903225805)	(3.0, 1.0023041474654377)	(4.0, 0.6451612903225806)	(5.0, 0.5040322580645161)	(6.0, 0.29377880184331795)	(7.0, 0.26209677419354843)	(8.0, 0.09216589861751152)	(9.0, 0.1814516129032258)	('>10', 6.489055299539171)	('>50', 6.41705069124424)	('>100', 15.86405529953917)	('>500', 22.963709677419356)	('>1k', 34.42684331797235)	('>5k', 0.0)	('>10k+', 0.0)
692B0_S159_L001_R1_001	(1.0, 5.725723297143204)	(2.0, 1.9227269970279615)	(3.0, 1.1008673500333597)	(4.0, 0.7278461818402377)	(5.0, 0.833990416691939)	(6.0, 0.5458846363801783)	(7.0, 0.6793231030508886)	(8.0, 0.38818463031479344)	(9.0, 0.35482501364711594)	('>10', 8.700794565415174)	('>50', 9.095044580578637)	('>100', 26.787772184145087)	('>500', 11.187602353369321)	('>1k', 31.949414690362104)	('>5k', 0.0)	('>10k+', 0.0)
692B0_S159_L001_R2_001	(1.0, 9.104142657851641)	(2.0, 1.92879238187663)	(3.0, 1.0553769636683448)	(4.0, 0.6308000242615395)	(5.0, 0.48523078789349183)	(6.0, 0.327530781828107)	(7.0, 0.29720385758476375)	(8.0, 0.19409231515739672)	(9.0, 0.21835385455207132)	('>10', 5.828834839570571)	('>50', 5.152544428944016)	('>100', 20.385758476375326)	('>500', 30.79699156911506)	('>1k', 23.59434706132104)	('>5k', 0.0)	('>10k+', 0.0)
692B14_S160_L001_R1_001	(1.0, 5.78883704855711)	(2.0, 1.6035942630032833)	(3.0, 1.088646967340591)	(4.0, 0.9123898392949714)	(5.0, 0.6220839813374806)	(6.0, 0.6842923794712287)	(7.0, 0.4596509417660273)	(8.0, 0.884741662346639)	(9.0, 0.46656298600311047)	('>10', 10.053568342837394)	('>50', 3.5942630032832215)	('>100', 12.849490236737516)	('>500', 36.24330395714532)	('>1k', 24.7485743908761)	('>5k', 0.0)	('>10k+', 0.0)
692B14_S160_L001_R2_001	(1.0, 9.638845688612408)	(2.0, 2.0736132711249353)	(3.0, 1.1404872991187145)	(4.0, 0.8017971315016417)	(5.0, 0.587523760152065)	(6.0, 0.2903058579574909)	(7.0, 0.3386901676170727)	(8.0, 0.35942630032832207)	(9.0, 0.2177293934681182)	('>10', 6.625194401244168)	('>50', 3.6011750475203037)	('>100', 14.912735441506825)	('>500', 22.48487990323138)	('>1k', 36.92759633661655)	('>5k', 0.0)	('>10k+', 0.0)
722A0_S149_L001_R1_001	(1.0, 6.076549491211841)	(2.0, 1.9253006475485661)	(3.0, 1.0493755781683627)	(4.0, 0.6359851988899167)	(5.0, 0.6359851988899167)	(6.0, 0.39893617021276595)	(7.0, 0.5463691026827011)	(8.0, 0.37002775208140615)	(9.0, 0.46831637372802964)	('>10', 10.499537465309897)	('>50', 5.128353376503238)	('>100', 25.049144310823312)	('>500', 26.026248843663275)	('>1k', 21.189870490286772)	('>5k', 0.0)	('>10k+', 0.0)
722A0_S149_L001_R2_001	(1.0, 8.426803885291397)	(2.0, 1.8443570767807584)	(3.0, 1.0667206290471787)	(4.0, 0.6244218316373727)	(5.0, 0.5781683626271971)	(6.0, 0.5376965772432932)	(7.0, 0.30353839037927843)	(8.0, 0.2543940795559667)	(9.0, 0.13008788159111934)	('>10', 3.870837187789084)	('>50', 5.76722941720629)	('>100', 19.527636447733578)	('>500', 19.510291396854765)	('>1k', 37.55781683626272)	('>5k', 0.0)	('>10k+', 0.0)
722A14_S150_L001_R1_001	(1.0, 5.6818950930626055)	(2.0, 1.9830795262267344)	(3.0, 1.2081218274111676)	(4.0, 0.9069373942470389)	(5.0, 0.8967851099830795)	(6.0, 0.40609137055837563)	(7.0, 0.6869712351945855)	(8.0, 0.5414551607445008)	(9.0, 0.5177664974619289)	('>10', 7.2521150592216586)	('>50', 6.642978003384095)	('>100', 13.48223350253807)	('>500', 17.519458544839257)	('>1k', 42.2741116751269)	('>5k', 0.0)	('>10k+', 0.0)
722A14_S150_L001_R2_001	(1.0, 8.138747884940777)	(2.0, 1.7326565143824029)	(3.0, 1.015228426395939)	(4.0, 0.8257191201353637)	(5.0, 0.6598984771573604)	(6.0, 0.2436548223350254)	(7.0, 0.47377326565143824)	(8.0, 0.10829103214890018)	(9.0, 0.18274111675126903)	('>10', 5.644670050761421)	('>50', 3.949238578680203)	('>100', 15.637901861252116)	('>500', 20.131979695431472)	('>1k', 41.25549915397631)	('>5k', 0.0)	('>10k+', 0.0)
722B0_S151_L001_R1_001	(1.0, 5.3964163720261284)	(2.0, 1.8337628093725653)	(3.0, 0.9798046383412238)	(4.0, 0.8030203152154372)	(5.0, 0.5992688919518188)	(6.0, 0.6831665368250734)	(7.0, 0.3775394019296458)	(8.0, 0.6232396476298916)	(9.0, 0.26967100137831845)	('>10', 8.209983819739918)	('>50', 6.298316054413615)	('>100', 15.601965601965603)	('>500', 14.936777131899085)	('>1k', 43.38706777731168)	('>5k', 0.0)	('>10k+', 0.0)
722B0_S151_L001_R2_001	(1.0, 7.919338407143285)	(2.0, 1.8277701204530472)	(3.0, 1.0786840055132738)	(4.0, 0.7191226703421826)	(5.0, 0.5243602804578414)	(6.0, 0.3415832684125367)	(7.0, 0.44046263558458687)	(8.0, 0.1438245340684365)	(9.0, 0.1887697009648229)	('>10', 5.495295739198179)	('>50', 5.159705159705159)	('>100', 5.339485827290705)	('>500', 26.47869599089111)	('>1k', 44.34290165997483)	('>5k', 0.0)	('>10k+', 0.0)
722B14_S152_L001_R1_001	(1.0, 6.447420670733909)	(2.0, 2.0432475361900293)	(3.0, 1.0505035919280892)	(4.0, 0.8808346269087759)	(5.0, 0.5414966968701491)	(6.0, 0.49817696112053717)	(7.0, 0.5306667629327461)	(8.0, 0.606476300494567)	(9.0, 0.2924082163098805)	('>10', 10.299267174470236)	('>50', 7.497924262661998)	('>100', 18.8874047868308)	('>500', 18.69607595393668)	('>1k', 31.728096458611603)	('>5k', 0.0)	('>10k+', 0.0)
722B14_S152_L001_R2_001	(1.0, 9.33540305404137)	(2.0, 1.7616692538175518)	(3.0, 0.9313743186166564)	(4.0, 0.5775964766614924)	(5.0, 0.5053969170788059)	(6.0, 0.563156564744955)	(7.0, 0.37904768780910436)	(8.0, 0.23103859066459695)	(9.0, 0.2924082163098805)	('>10', 4.750731020540775)	('>50', 6.147792498465759)	('>100', 22.746471246525395)	('>500', 22.0425255405942)	('>1k', 29.735388614129455)	('>5k', 0.0)	('>10k+', 0.0)
727A0_S161_L001_R1_001	(1.0, 5.715208266063933)	(2.0, 1.5498869874071681)	(3.0, 1.123668065870197)	(4.0, 0.8395221181788828)	(5.0, 0.5004843396835648)	(6.0, 0.46496609622215046)	(7.0, 0.4068453341943817)	(8.0, 0.33580884727155313)	(9.0, 0.4068453341943817)	('>10', 8.052954472069745)	('>50', 6.7775266386825965)	('>100', 23.816596706490152)	('>500', 19.273490474652892)	('>1k', 30.736196319018404)	('>5k', 0.0)	('>10k+', 0.0)
727A0_S161_L001_R2_001	(1.0, 8.876331934129803)	(2.0, 1.6855020988052953)	(3.0, 0.9589925734581852)	(4.0, 0.7620277688085244)	(5.0, 0.4197610590894414)	(6.0, 0.290603810138844)	(7.0, 0.11301259283177267)	(8.0, 0.20665159832095578)	(9.0, 0.23248304811107523)	('>10', 4.920891185017759)	('>50', 5.944462382951244)	('>100', 16.87116564417178)	('>500', 14.291249596383599)	('>1k', 44.426864707781725)	('>5k', 0.0)	('>10k+', 0.0)
727A14_S162_L001_R1_001	(1.0, 5.716067345666182)	(2.0, 1.6559273886232937)	(3.0, 1.0392849719393058)	(4.0, 0.914570775306589)	(5.0, 0.7101780641585256)	(6.0, 0.5819995842860112)	(7.0, 0.5092496362502599)	(8.0, 0.5819995842860112)	(9.0, 0.3429640407399709)	('>10', 9.152636319545486)	('>50', 4.929675050232107)	('>100', 20.227949837178688)	('>500', 26.657659530243194)	('>1k', 26.979837871544376)	('>5k', 0.0)	('>10k+', 0.0)
727A14_S162_L001_R2_001	(1.0, 8.643386683295226)	(2.0, 1.6489988221436984)	(3.0, 0.7794637289544792)	(4.0, 0.651285249081965)	(5.0, 0.7448208965565024)	(6.0, 0.4572853876532945)	(7.0, 0.3879997228573408)	(8.0, 0.1662855955102889)	(9.0, 0.15589274579089588)	('>10', 5.632924547911037)	('>50', 3.627104552068177)	('>100', 24.322732626619555)	('>500', 6.225316981916442)	('>1k', 46.5565024596411)	('>5k', 0.0)	('>10k+', 0.0)
727B0_S163_L001_R1_001	(1.0, 5.393251822243123)	(2.0, 1.7928521043968964)	(3.0, 0.9963555137549965)	(4.0, 0.9169997648718552)	(5.0, 0.6319068892546438)	(6.0, 0.4408652715730073)	(7.0, 0.5554902421819892)	(8.0, 0.4467434751939807)	(9.0, 0.4496825770044674)	('>10', 8.42052668704444)	('>50', 3.911944509757818)	('>100', 17.599341641194453)	('>500', 25.869974135904066)	('>1k', 32.574065365624264)	('>5k', 0.0)	('>10k+', 0.0)
727B0_S163_L001_R2_001	(1.0, 8.167763931342582)	(2.0, 1.5871149776628264)	(3.0, 1.0051728191864566)	(4.0, 0.6818716200329179)	(5.0, 0.48495179873030797)	(6.0, 0.4584998824359276)	(7.0, 0.18516341406066306)	(8.0, 0.3997178462261932)	(9.0, 0.31742299553256526)	('>10', 4.238184810721844)	('>50', 2.5335057606395486)	('>100', 25.80531389607336)	('>500', 8.735010580766518)	('>1k', 45.400305666588295)	('>5k', 0.0)	('>10k+', 0.0)
727B14_S164_L001_R1_001	(1.0, 5.550354028907485)	(2.0, 1.7379600912867925)	(3.0, 1.0094212651413188)	(4.0, 0.8660541869038563)	(5.0, 0.6436889226988122)	(6.0, 0.7373164023640939)	(7.0, 0.5325062905962901)	(8.0, 0.2340686991632044)	(9.0, 0.6319854877406519)	('>10', 7.545789689273802)	('>50', 6.4485926619462814)	('>100', 23.804786704897886)	('>500', 26.277137339809236)	('>1k', 23.98033822927029)	('>5k', 0.0)	('>10k+', 0.0)
727B14_S164_L001_R2_001	(1.0, 8.906314003159927)	(2.0, 1.7321083738077125)	(3.0, 0.9743109602668384)	(4.0, 0.6553923576569723)	(5.0, 0.585171747908011)	(6.0, 0.3511030487448066)	(7.0, 0.5120252794195096)	(8.0, 0.3276961788284862)	(9.0, 0.23699455790274446)	('>10', 3.288665223243022)	('>50', 6.085786178243315)	('>100', 15.243724033003685)	('>500', 16.226812569489148)	('>1k', 44.87389548832582)	('>5k', 0.0)	('>10k+', 0.0)
